Id,Title,Definition
2340,Matériel de transport ,"Le matériel de transport désigne tous les véhicules et équipements utilisés pour déplacer des personnes ou des marchandises, que ce soit par voie terrestre, aérienne ou maritime. Cela inclut les véhicules affectés au transport de personnel, au tourisme ou à d'autres activités commerciales.

1. Une voiture utilisée par une entreprise pour transporter ses employés. 2. Un bus de tourisme pour des excursions. 3. Un camion de livraison pour acheminer des marchandises. 4. Un bateau utilisé pour la pêche commerciale. 5. Un avion affrété pour des voyages d'affaires. 6. Un train utilisé pour le transport de passagers. 7. Un vélo de livraison pour une entreprise de restauration. 8. Un hélicoptère utilisé pour des visites touristiques. 9. Un scooter utilisé par un coursier. 10. Un minibus pour transporter des groupes lors d'événements. 11. Un camion frigorifique pour le transport de denrées périssables. 12. Un tracteur utilisé pour déplacer des équipements agricoles. 13. Une remorque utilisée pour transporter des marchandises. 14. Un ferry pour le transport de véhicules entre deux rives. 15. Un véhicule utilitaire léger utilisé par des techniciens pour se rendre sur site."
2351,Mobilier de bureau ,"Le mobilier de bureau désigne l'ensemble des meubles utilisés dans un espace de travail, tels que des bureaux, des chaises, des tables et des étagères. Ces éléments sont essentiels pour aménager un environnement de travail fonctionnel et confortable.

1. Un bureau en bois dans un espace de travail. 2. Des chaises ergonomiques pour le confort des employés. 3. Une table de réunion pour les discussions d'équipe. 4. Des étagères pour ranger des documents. 5. Un meuble de rangement pour les fournitures de bureau. 6. Un comptoir d'accueil dans une entreprise. 7. Des tables de travail pour les espaces collaboratifs. 8. Des fauteuils pour les zones de détente. 9. Un bureau debout pour favoriser le mouvement. 10. Des panneaux de séparation pour créer des espaces privés. 11. Des meubles modulables pour s'adapter aux besoins changeants. 12. Un meuble TV dans une salle de pause. 13. Des chariots pour transporter du matériel. 14. Des casiers pour le rangement personnel des employés. 15. Des supports d'ordinateur pour améliorer l'ergonomie."
2352,Matériel de bureau ,"Le matériel de bureau désigne les équipements utilisés dans un environnement de travail pour faciliter les tâches administratives et organisationnelles. Cela inclut des appareils comme les ordinateurs, les imprimantes, les photocopieurs, et les fournitures comme les chaises et les bureaux.

1. Ordinateur portable utilisé par un employé pour le télétravail.
2. Imprimante pour imprimer des documents importants.
3. Photocopieur dans une salle de réunion pour distribuer des présentations.
4. Bureau réglable en hauteur pour le confort des employés.
5. Chaise ergonomique pour prévenir les problèmes de dos.
6. Scanner pour numériser des documents papier.
7. Téléphone fixe pour les communications internes.
8. Tableau blanc pour les sessions de brainstorming.
9. Projecteur pour les présentations lors des réunions.
10. Clé USB pour le transfert de fichiers.
11. Stylo et bloc-notes pour prendre des notes lors des réunions.
12. Écran supplémentaire pour améliorer la productivité.
13. Lampe de bureau pour un meilleur éclairage.
14. Étagère pour ranger des dossiers et des fournitures.
15. Tapis de souris ergonomique pour le confort lors de l'utilisation de la souris."
2355,Matériel informatique ,"Le matériel informatique inclut tous les équipements liés à l'informatique, tels que les ordinateurs, les imprimantes et les scanners, qui sont enregistrés comme des actifs de l'entreprise.

1. Un ordinateur de bureau utilisé par un employé. 2. Une imprimante laser pour imprimer des documents. 3. Un scanner utilisé pour numériser des documents papier. 4. Un serveur qui héberge des données pour l'entreprise. 5. Des ordinateurs portables pour les employés en déplacement. 6. Une station de travail équipée de plusieurs moniteurs. 7. Une imprimante 3D utilisée pour créer des prototypes. 8. Un routeur pour assurer la connexion Internet au bureau. 9. Un projecteur pour des présentations lors de réunions. 10. Un système de sauvegarde de données sur disque dur externe. 11. Un écran tactile utilisé dans un point de vente. 12. Un équipement de visioconférence pour des réunions à distance. 13. Un dispositif de stockage en réseau (NAS) pour partager des fichiers. 14. Un clavier et une souris supplémentaires pour le confort des employés. 15. Un logiciel de gestion installé sur plusieurs ordinateurs."
2358,"Autres mobiliers, matériel de bureau et aménagements divers ","Le compte ""Autres mobiliers et matériels de bureau"" enregistre des équipements de bureau et des aménagements qui ne sont pas spécifiquement classés ailleurs.

1. Chaises de bureau achetées pour une nouvelle salle de réunion.
2. Tables de conférence installées dans un espace collaboratif.
3. Étagères ajoutées dans un bureau pour le rangement des documents.
4. Ordinateurs portables destinés aux employés en télétravail.
5. Lampes de bureau pour améliorer l'éclairage des postes de travail.
6. Matériel d'impression comme des imprimantes et des photocopieurs.
7. Aménagement d'une salle de pause avec des canapés et des tables.
8. Tapis ajoutés dans un bureau pour le confort acoustique.
9. Systèmes de rangement pour les fournitures de bureau.
10. Rideaux ou stores installés dans les bureaux pour l'intimité.
11. Équipements de vidéoconférence pour les réunions à distance.
12. Systèmes de climatisation ou de chauffage installés dans les bureaux.
13. Outils de présentation comme des tableaux blancs ou des projecteurs.
14. Accessoires de bureau tels que des porte-stylos ou des organiseurs.
15. Aménagements extérieurs tels que des bancs ou des tables de pique-nique dans un espace de travail."
2393,"Immobilisations corporelles en cours des installations techniques, matériel et outillage ","Les immobilisations corporelles en cours représentent les dépenses engagées par une entreprise pour créer ou améliorer des équipements et installations techniques qui ne sont pas encore terminés. Cela inclut les coûts liés à des machines, des bâtiments ou des outils en cours de fabrication ou d'installation.

1. Une entreprise de construction achète des matériaux pour un nouveau bâtiment en cours de construction.
2. Une usine investit dans des machines qui sont en phase d'installation.
3. Un restaurant achète des équipements de cuisine qui seront installés dans quelques semaines.
4. Une école construit un nouveau gymnase qui n'est pas encore achevé.
5. Une société de logiciels développe un serveur qui sera utilisé pour ses opérations futures.
6. Une entreprise de transport acquiert des camions qui doivent encore être équipés.
7. Un fabricant de meubles crée une nouvelle ligne de production qui est en phase d'assemblage.
8. Une entreprise de télécommunications met en place des antennes qui ne sont pas encore opérationnelles.
9. Un hôpital construit une nouvelle aile qui est toujours en travaux.
10. Une société de produits électroniques conçoit un nouveau prototype de gadget.
11. Un laboratoire de recherche achète des équipements spécialisés qui doivent encore être installés.
12. Une entreprise de nettoyage investit dans de nouveaux outils qui sont encore en cours de livraison.
13. Un café modernise son espace avec des meubles qui sont en attente d'installation.
14. Un gymnase attend la livraison de nouveaux appareils de fitness qui sont en cours d'assemblage.
15. Un studio de cinéma construit un nouveau plateau qui n'est pas encore terminé."
2394,Immobilisations corporelles en cours de matériel de transport ,"Les immobilisations corporelles en cours de matériel de transport représentent les dépenses engagées par une entreprise pour la production de véhicules ou d'équipements de transport qui ne sont pas encore terminés. Cela inclut les coûts liés à la fabrication ou à l'assemblage de ces matériels avant leur mise en service.

1. Une entreprise automobile investit dans des pièces pour construire un nouveau modèle de voiture.
2. Une société de transport achète des composants pour assembler des camions.
3. Un constructeur de trains dépense de l'argent pour développer un prototype de locomotive.
4. Une société de logistique engage des fonds pour la conception d'un nouveau système de manutention.
5. Un fabricant de bus travaille sur un projet de bus électrique et enregistre les coûts de recherche et développement.
6. Une entreprise de location de voitures investit dans l'achat de véhicules en cours d'assemblage.
7. Un constructeur naval engage des dépenses pour la construction d'un nouveau bateau de croisière.
8. Une société de livraison développe un nouveau type de van et suit les coûts associés.
9. Un fabricant de motos investit dans des pièces et matériaux pour un modèle en cours de création.
10. Une entreprise ferroviaire dépense de l'argent pour les essais d'un nouveau train à grande vitesse.
11. Un fabricant de chariots élévateurs consacre des ressources à la production de nouveaux modèles.
12. Une société de construction utilise des fonds pour la production de camions de chantier spécialisés.
13. Un constructeur de drones enregistre les coûts de développement de nouveaux appareils de transport aérien.
14. Une entreprise spécialisée dans les véhicules tout-terrain investit dans la création d'un nouveau modèle.
15. Un fabricant de vélos engage des frais pour le développement d'une nouvelle gamme de vélos électriques."
2395,"Immobilisations corporelles en cours de mobiliers, matériel de bureau et aménagements divers ","Les immobilisations corporelles en cours représentent les dépenses engagées par une entreprise pour créer ou améliorer des biens matériels comme du mobilier et du matériel de bureau, qui ne sont pas encore terminés ou utilisés.

1. Une entreprise achète des matériaux pour construire des bureaux mais n’a pas encore terminé la construction.
2. Une société de design achète des meubles spéciaux pour un projet, mais ils ne sont pas encore livrés.
3. Une école investit dans des équipements sportifs qui seront installés plus tard.
4. Un restaurant achète des cuisines professionnelles mais les travaux d'installation sont toujours en cours.
5. Un bureau achète des ordinateurs qu'il n’a pas encore configurés.
6. Une entreprise de construction a des structures en béton prêtes, mais elles ne sont pas encore montées sur le site.
7. Une société achète des œuvres d'art pour ses bureaux, mais elles ne sont pas encore exposées.
8. Un magasin achète des étagères et comptoirs qui doivent être montés.
9. Une clinique achète des appareils médicaux qui sont en attente d’installation.
10. Un cinéma achète des sièges pour une nouvelle salle mais ne les a pas encore installés.
11. Une entreprise achète du matériel informatique pour une nouvelle salle de réunion qui n'est pas encore prête.
12. Une société achète des panneaux d'affichage pour de futurs événements mais ne les a pas encore déployés.
13. Une bibliothèque achète des rayonnages pour ses livres qui ne sont pas encore montés.
14. Un studio d'enregistrement acquiert du matériel audio qui n'est pas encore intégré dans le studio.
15. Un gymnase achète des équipements de fitness qui doivent encore être assemblés."
2397,Avances et acomptes versés sur commandes d'immobilisations corporelles ,"Les avances et acomptes sur immobilisations corporelles représentent les paiements effectués avant la réception de biens durables, comme des équipements ou des bâtiments.

1. Paiement d'une partie du coût d'une machine avant sa livraison. 
2. Versement d'un acompte pour la construction d'un nouveau bâtiment. 
3. Avance versée pour un véhicule de société en commande. 
4. Montant payé d'avance pour des meubles de bureau. 
5. Acompte versé pour l'achat de matériel informatique. 
6. Paiement anticipé pour une installation de panneaux solaires. 
7. Versement pour la commande d'un système de sécurité. 
8. Avance pour la commande d'un système de chauffage. 
9. Acquittement d'une partie du coût pour des travaux de rénovation. 
10. Paiement d'un acompte pour des équipements sportifs. 
11. Versement d'une avance pour un projet de construction de routes. 
12. Paiement anticipé pour l'achat d'un terrain. 
13. Acompte pour des équipements de cuisine professionnels. 
14. Versement pour une commande de matériel médical. 
15. Avance sur un projet d'achat d'outils industriels."
2398,Autres immobilisations en cours ,"Les autres immobilisations en cours désignent des actifs en développement qui ne sont pas encore prêts à être utilisés.

1. Un bâtiment en construction pour une entreprise. 2. Des équipements industriels achetés mais non installés. 3. Des logiciels en phase de développement. 4. Une machine commandée mais en attente de livraison. 5. Des travaux de rénovation d'un bureau en cours. 6. Un projet de recherche qui n'est pas encore terminé. 7. Des véhicules achetés mais pas encore en service. 8. Des infrastructures sportives en construction. 9. Des brevets en attente d'enregistrement. 10. Une campagne publicitaire en cours de préparation. 11. Des meubles pour un nouveau bureau, encore dans l'atelier. 12. Des licences de logiciels qui sont en phase d'acquisition. 13. Un site web en développement. 14. Des équipements de laboratoire en commande. 15. Une nouvelle ligne de production qui n'est pas encore opérationnelle."
6111,Achats de marchandises « groupe A » ,"Les achats de marchandises « groupe A » sont les acquisitions de produits classés dans ce groupe pour une période donnée. Ce compte enregistre le coût de ces marchandises et la TVA récupérable lors de l'achat ou en cas de retour de marchandises.

1. Achat de vêtements pour une boutique de mode. 2. Commande de matériel informatique pour une entreprise. 3. Acquisition de produits alimentaires pour un supermarché. 4. Achat de meubles pour un magasin de décoration. 5. Commande de fournitures de bureau pour une société. 6. Achat de pièces détachées pour un garage. 7. Acquisition de jouets pour un magasin spécialisé. 8. Achat de produits cosmétiques pour une parapharmacie. 9. Commande de livres pour une librairie. 10. Achat de matériel de jardinage pour une jardinerie. 11. Acquisition de produits électroniques pour un distributeur. 12. Achat de produits de nettoyage pour une entreprise de services. 13. Commande de boissons pour un restaurant. 14. Achat de vêtements de sport pour un magasin d'articles de sport. 15. Acquisition de produits artisanaux pour un marché local."
6112,Achat de marchandises « groupe B » ,"L'achat de marchandises du groupe B se réfère à l'acquisition de biens destinés à être revendus, généralement dans le cadre d'une activité commerciale, et qui ne sont pas inclus dans le groupe A.

1. Achat de vêtements pour une boutique de mode. 2. Acquisition de produits électroniques pour une enseigne spécialisée. 3. Commande de meubles pour un magasin d'ameublement. 4. Achat de livres pour une librairie. 5. Acquisition de jouets pour un magasin de jeux. 6. Achat de fournitures de bureau pour un revendeur. 7. Commande de produits alimentaires pour une épicerie. 8. Achat de pièces détachées pour un magasin de réparation automobile. 9. Acquisition de matériel de sport pour un magasin de loisirs. 10. Achat de cosmétiques pour une parfumerie. 11. Commande de jeux vidéo pour un magasin de divertissement. 12. Achat de matériel informatique pour un revendeur. 13. Acquisition d'accessoires de mode pour une boutique. 14. Achat de produits de nettoyage pour un magasin de fournitures industrielles. 15. Commande de produits de jardinage pour un magasin de bricolage."
6114,Variation des stocks de marchandises ,"La variation des stocks de marchandises correspond à la différence entre le stock de marchandises au début et à la fin d'une période comptable. Elle permet de mesurer si les stocks ont augmenté ou diminué pendant cette période.

1. Si une boutique a 100 articles en début d'année et en a 150 à la fin, la variation des stocks est une augmentation de 50 articles.
2. Un magasin de vêtements commence l'année avec 200 pièces et termine avec 180 pièces, ce qui indique une diminution de 20 pièces.
3. Une librairie a 300 livres au début du mois et 350 à la fin, montrant une augmentation de 50 livres.
4. Un supermarché a 500 unités de produits laitiers en janvier et 450 en février, ce qui représente une baisse de 50 unités.
5. Une entreprise de jouets commence l'année avec 1000 jouets en stock et finit avec 1200, soit une augmentation de 200 jouets.
6. Un magasin de bricolage a 600 outils au début de l'année et 550 à la fin, indiquant une diminution de 50 outils.
7. Une pâtisserie démarre avec 200 gâteaux et finit avec 300, ce qui représente une augmentation de 100 gâteaux.
8. Un magasin de chaussures commence avec 150 paires et termine avec 120, montrant une baisse de 30 paires.
9. Un concessionnaire automobile a 50 voitures en stock au début et 70 à la fin, ce qui indique une augmentation de 20 voitures.
10. Une salle de sport a 30 équipements de fitness en janvier et 25 en décembre, représentant une diminution de 5 équipements.
11. Un fleuriste commence avec 250 bouquets et finit avec 200, ce qui indique une réduction de 50 bouquets.
12. Un magasin d'électronique a 400 téléviseurs au début de l'année et 450 à la fin, montrant une augmentation de 50 téléviseurs.
13. Un restaurant démarre avec 1000 ingrédients en stock et termine avec 800, représentant une diminution de 200 ingrédients.
14. Une boutique d'artisanat a 300 articles au début et 350 à la fin, ce qui indique une augmentation de 50 articles.
15. Un magasin de sport commence avec 200 ballons et finit avec 180, montrant une baisse de 20 ballons."
6119,"Rabais, remises et ristournes obtenus sur achats de marchandises ","Les rabais, remises et ristournes sont des réductions sur le prix d'achat de marchandises, permettant d'économiser de l'argent lors d'un achat. Ces réductions peuvent être appliquées directement au moment de l'achat ou être récupérées ultérieurement.

1. Un magasin offre un rabais de 20% sur tous les vêtements pendant une vente d'été. 2. Un grossiste propose une remise de 10% pour les commandes dépassant 1000 euros. 3. Un fournisseur accorde une ristourne annuelle de 5% sur le total des achats effectués par un client. 4. Un restaurant offre un rabais de 15% sur les plats à emporter. 5. Un site de vente en ligne propose un code promo de 25% sur le premier achat. 6. Un supermarché offre des remises sur les produits en fin de date de péremption. 7. Un magasin d'électronique donne un rabais de 30% sur les anciens modèles de téléviseurs. 8. Une librairie offre une remise de 10% pour les étudiants sur présentation d'une carte. 9. Un salon de coiffure propose une ristourne pour les clients fidèles après 5 visites. 10. Une boutique de cosmétiques a une promotion de 20% sur l'ensemble des produits lors d'un événement spécial. 11. Un fabricant de meubles propose une remise de 15% pour les commandes en ligne. 12. Un club de sport offre un rabais de 50% pour les nouveaux abonnés pendant le mois d'ouverture. 13. Un détaillant accorde une ristourne de 5% pour le paiement en espèces. 14. Un service de livraison de repas propose une remise de 10% sur la première commande. 15. Un magasin de bricolage offre un rabais de 30% sur certains outils pendant les soldes."
6122,Achats de matières et fournitures consommables ,"Les achats de matières et fournitures consommables concernent l'acquisition de produits utilisés dans les activités courantes d'une entreprise, tels que des combustibles, des produits d'entretien, et des fournitures de bureau.

1. Achat de papier et de cartouches d'encre pour l'imprimante d'un bureau.
2. Commande de détergents et de produits d'entretien pour nettoyer les locaux.
3. Acquisition de vis et de clous pour les travaux d'atelier.
4. Achat de fournitures scolaires pour une école, comme des crayons et des cahiers.
5. Récupération de sacs poubelles et de produits de nettoyage pour une entreprise de nettoyage.
6. Commande de matériel de jardinage, comme de la terre et des engrais, pour une jardinerie.
7. Achat de combustible pour le chauffage dans un bâtiment.
8. Acquisition de gants et de masques pour un salon de coiffure.
9. Commande de matériel de bricolage pour un projet de rénovation à la maison.
10. Achat de fournitures pour les événements d'entreprise, comme des assiettes et des gobelets.
11. Récupération de pièces de rechange pour l'entretien d'une machine industrielle.
12. Achat de vernis et de pinceaux pour une activité artistique.
13. Acquisition de matériel informatique, comme des câbles et des adaptateurs, pour un bureau.
14. Commande de fournitures médicales, comme des bandages et des désinfectants, pour un cabinet médical.
15. Achat de décorations pour un magasin lors des fêtes de fin d'année."
6123,Achats d'emballages ,"Les achats d'emballages concernent l'acquisition de divers types d'emballages utilisés pour le stockage et le transport de marchandises. Cela inclut les emballages perdus, ceux qui peuvent être récupérés mais ne sont pas identifiables, et les emballages destinés à un usage mixte.

1. Achat de boîtes en carton pour expédier des produits.
2. Acquisition de bouteilles en plastique pour des boissons.
3. Achat de tonneaux pour stocker des liquides.
4. Acquisition de caisses en bois pour le transport de marchandises.
5. Achat de contenants en verre pour des produits alimentaires.
6. Achat de sachets en plastique pour emballer des petits articles.
7. Acquisition de palettes en bois pour déplacer des biens.
8. Achat de cartons pour l'expédition de matériel informatique.
9. Achat de tubes en carton pour l'expédition de posters.
10. Acquisition de sachets biodégradables pour des produits cosmétiques.
11. Achat de boîtes hermétiques pour conserver des aliments.
12. Acquisition de barils en plastique pour des produits chimiques.
13. Achat de films plastiques pour emballer des produits fragiles.
14. Acquisition de seaux en plastique pour des produits de nettoyage.
15. Achat de cartons d'emballage pour des cadeaux."
6124,Variation des stocks de matières et de fournitures ,"La variation des stocks de matières et de fournitures représente la différence entre le stock initial et le stock final de ces éléments à la fin d'un exercice. Cela permet de mesurer l'augmentation ou la diminution des ressources disponibles pour une entreprise au cours de cette période.

1. Si une entreprise commence l'année avec 100 unités de matières premières et en termine avec 80, il y a une diminution de 20 unités. 2. Une société de construction a 50 tonnes de ciment au début de l'année et en acquiert 30 tonnes supplémentaires à la fin de l'année, totalisant 80 tonnes. 3. Un restaurant débute l'année avec 200 kilos de légumes et finit avec 150 kilos, indiquant une consommation de 50 kilos. 4. Un magasin de bricolage commence avec 500 rouleaux de papier peint et en vend 300, terminant avec 200 rouleaux. 5. Une usine de textile commence avec 1 000 mètres de tissu et finit avec 900 mètres, indiquant une consommation de 100 mètres. 6. Une librairie a 300 livres en stock au début de l'année et en reçoit 150 de plus, finissant avec 450 livres. 7. Un supermarché commence avec 2 000 bouteilles d'eau et en vend 1 500, terminant avec 500 bouteilles. 8. Un atelier de réparation automobile commence avec 75 pneus et en commande 50 de plus, finissant avec 125 pneus. 9. Une entreprise de jouets débute avec 1 200 pièces et en fabrique 300 supplémentaires, terminant avec 1 500 pièces. 10. Une société de nettoyage commence avec 250 litres de détergent et en utilise 100, finissant avec 150 litres. 11. Un café débute avec 1 000 tasses de café et en utilise 600, terminant avec 400 tasses. 12. Un producteur de vin commence avec 5 000 bouteilles et en vend 2 000, terminant avec 3 000 bouteilles. 13. Une bijouterie commence avec 300 pièces de bijoux et en crée 100 de plus, finissant avec 400 pièces. 14. Une imprimerie débute avec 1 500 feuilles de papier et en utilise 1 000, terminant avec 500 feuilles. 15. Un fabricant de meubles commence l'année avec 200 meubles et en produit 100 de plus, finissant avec 300 meubles."
6125,Achats non stockés de matières et de fournitures ,"Les achats non stockés de matières et de fournitures concernent les biens que l'entreprise consomme immédiatement ou qui ne sont pas destinés à être conservés en stock, comme l'eau, l'électricité, et d'autres services ou fournitures nécessaires au fonctionnement quotidien.

1. Achat d'eau pour le bureau. 2. Facture d'électricité pour le mois. 3. Fournitures de nettoyage utilisées quotidiennement. 4. Achat de matériel de bureau comme des stylos et du papier. 5. Services de télécommunication pour les employés. 6. Achat de petits outils pour des réparations immédiates. 7. Fournitures de premiers secours consommables. 8. Achat de carburant pour les véhicules de l'entreprise. 9. Coût des services de livraison. 10. Achat de café et de thé pour les pauses. 11. Services de maintenance pour les équipements. 12. Achat de logiciels sous forme d'abonnement. 13. Fournitures de bureau comme des cartouches d'encre. 14. Coût des services de nettoyage de bureaux. 15. Achat de matériel de sécurité temporaire."
6126,"Achats de travaux, études et prestations de services ","Le compte ""Achats de travaux, études et prestations de services"" enregistre les dépenses liées à des services ou travaux effectués par des tiers pour l'entreprise.

1. Paiement d'un architecte pour la conception d'un bâtiment. 2. Rémunération d'un consultant pour une étude de marché. 3. Frais de nettoyage confiés à une entreprise extérieure. 4. Coût d'un service de sécurité pour un événement. 5. Honoraires d'un avocat pour des conseils juridiques. 6. Achat de services informatiques pour la maintenance d'un logiciel. 7. Paiement d'un sous-traitant pour des travaux de construction. 8. Frais de formation dispensée par un organisme extérieur. 9. Coût de la communication visuelle confiée à une agence de design. 10. Rémunération d'un comptable pour la gestion des comptes. 11. Frais de publicité confiés à une société spécialisée. 12. Achat de services de transport pour livrer des produits. 13. Rémunération d'un traducteur pour des documents professionnels. 14. Coût de l'externalisation de la paie à un prestataire. 15. Paiement d'un expert pour un audit de l'entreprise."
6128,Achats de matières et de fournitures des exercices antérieurs ,"Ce compte enregistre les achats de matières et fournitures effectués lors d'exercices précédents mais qui n'avaient pas été comptabilisés à ce moment-là.

1. Achat de papier pour impression en 2021 non enregistré. 2. Fournitures de bureau achetées en 2020 oubliées dans les comptes. 3. Matières premières achetées en 2019 mais comptabilisées en 2022. 4. Stock de produits chimiques acheté en 2020 non intégré dans les livres. 5. Mobilier de bureau acquis en 2021 non inscrit dans les dépenses. 6. Matériel informatique acheté en 2020 mais enregistré en 2023. 7. Équipements de sécurité commandés en 2019 mais non comptés. 8. Achat de boissons pour un événement en 2021 oublié dans les comptes. 9. Fournitures médicales achetées en 2020 non mentionnées. 10. Dépenses de rénovation de bureau de 2019 non enregistrées. 11. Coûts d'électricité d'une facture de 2021 non pris en compte. 12. Achat de vêtements de travail en 2020 non inclus dans les budgets. 13. Semences agricoles achetées en 2019 mais non comptabilisées. 14. Consommables informatiques achetés en 2021 oubliés dans les livres. 15. Matériaux de construction acquis en 2020 mais non déclarés."
6129,"Rabais, remises et ristournes obtenus sur achats consommés de matières et fournitures ","Les rabais, remises et ristournes sont des réductions de prix accordées lors d'achats de matières et fournitures. Elles permettent de diminuer le coût total des achats effectués.

1. Un magasin offre un rabais de 20% sur un lot de peinture acheté. 2. Une entreprise reçoit une remise de 15€ sur l'achat de fournitures de bureau. 3. Un grossiste accorde une ristourne de 10% sur un achat en gros de matériel informatique. 4. Un fournisseur propose un rabais saisonnier sur les produits alimentaires. 5. Une société bénéficie d'une remise pour paiement anticipé de ses factures de matières premières. 6. Un client reçoit une ristourne de 5% après avoir atteint un seuil d'achat annuel. 7. Un distributeur accorde un rabais promotionnel lors d'une vente spéciale. 8. Un contrat de fournisseur inclut une remise pour fidélité sur les achats réguliers. 9. Une entreprise de nettoyage obtient un rabais sur les produits d'entretien après une commande importante. 10. Un artisan reçoit une ristourne sur ses achats de matériaux de construction en raison de son statut de professionnel. 11. Une école profite d'une remise sur les fournitures scolaires lors de l'achat en gros. 12. Un restaurant obtient un rabais sur les denrées alimentaires lors de la commande d'une grande quantité. 13. Un hôtel bénéficie d'une ristourne sur les équipements de chambre achetés en gros. 14. Une ONG reçoit une remise sur les fournitures de bureau pour ses activités. 15. Un club de sport obtient un rabais sur les vêtements de sport en raison de son partenariat avec le fournisseur."
6131,Locations et charges locatives ,"Le compte ""Locations et charges locatives"" enregistre les frais liés à la location de biens, comme des machines ou des bâtiments, à l'exception des contrats de crédit-bail. Il reflète les paiements de loyer et les pertes sur emballages consignés endommagés.

1. Loyer mensuel d'un bureau pour une startup.
2. Coût de location d'une pelleteuse pour un chantier.
3. Frais de location d'un entrepôt pour stocker des marchandises.
4. Paiement pour la location d'un véhicule utilitaire pour un déménagement.
5. Charges pour la location d'un espace de vente lors d'un salon.
6. Loyer d'un local commercial pour un restaurant.
7. Coût de location d'un matériel audiovisuel pour un événement.
8. Paiement pour la location d'un terrain pour un festival.
9. Dépenses liées à la location d'un bureau partagé.
10. Frais pour la location d'un matériel de construction.
11. Loyer d'un studio pour un photographe.
12. Coûts de location d'un espace de coworking.
13. Paiement de la location d’une salle de conférence.
14. Charges pour la location d'un camion frigorifique pour la livraison de produits alimentaires.
15. Coût de location d'un yacht pour une excursion."
6132,"Redevances de crédit-bail, mobilier et matériel ","Les redevances de crédit-bail sont les paiements effectués pour la location de biens matériels, comme des équipements ou des véhicules, via un contrat de leasing. Ce contrat permet à une entreprise de louer un bien avec la possibilité de l'acheter à la fin de la période de location.

1. Une entreprise loue une photocopieuse et paie des redevances mensuelles. 2. Un restaurant prend un four à pizza en crédit-bail. 3. Une société de construction loue une grue pour un projet. 4. Une école utilise des ordinateurs en leasing. 5. Un hôtel loue des meubles pour ses chambres. 6. Un cabinet médical prend un appareil de radiologie en crédit-bail. 7. Une entreprise de transport loue des camions pour ses livraisons. 8. Une start-up prend des bureaux en crédit-bail. 9. Un gymnase loue des équipements de fitness. 10. Une société de production loue des caméras pour un film. 11. Un magasin de vêtements prend des caisses enregistreuses en leasing. 12. Une entreprise de nettoyage loue des machines à laver industrielles. 13. Un salon de coiffure prend des fauteuils en crédit-bail. 14. Une société de sécurité loue des systèmes d'alarme. 15. Un studio de musique loue des instruments."
6133,Entretiens et réparations ,"Les entretiens et réparations désignent les dépenses effectuées pour maintenir ou restaurer des biens sans en prolonger la durée de vie ou en augmenter la valeur. Ces coûts sont enregistrés pour assurer le bon fonctionnement des équipements.

1. Remplacement des pièces d'une machine à café au bureau.
2. Réparation d'une fuite dans la plomberie d'un bâtiment.
3. Entretien régulier d'un véhicule de société.
4. Peinture et retouche des murs d'un local commercial.
5. Nettoyage et maintenance des systèmes de chauffage.
6. Révision annuelle d'un ordinateur de travail.
7. Remplacement des ampoules dans un espace de bureau.
8. Réparation d'une porte qui grince dans un immeuble.
9. Entretien d'un jardin pour maintenir son apparence.
10. Réparation d'un photocopieur défectueux.
11. Remplacement des filtres d'une climatisation.
12. Réparation de l'équipement de gym dans une salle de sport.
13. Nettoyage des gouttières d'un bâtiment.
14. Mise à jour du logiciel d'un système informatique.
15. Réparation de chaises ou de tables dans une salle de réunion."
6134,Primes d'assurances ,"Les primes d'assurances sont des paiements effectués pour protéger une entreprise contre des risques tels que le vol, l'incendie ou les dommages causés à des tiers. Ces paiements permettent de couvrir les pertes potentielles liées à des événements imprévus.

1. Une entreprise paie une prime d'assurance pour protéger son local commercial contre l'incendie. 2. Un restaurant souscrit à une assurance pour couvrir les accidents survenant dans ses locaux. 3. Une société de transport verse une prime pour assurer ses camions contre le vol. 4. Un magasin paie une assurance pour se protéger contre les dommages causés par des clients. 5. Une entreprise de construction souscrit une assurance pour couvrir les blessures de ses employés sur le chantier. 6. Une société de services paie une prime d'assurance pour couvrir les dommages causés à des équipements loués. 7. Une école paie une prime d'assurance pour protéger les élèves en cas d'accident. 8. Une agence de voyage souscrit une assurance pour couvrir des annulations de voyages. 9. Un propriétaire d'immeuble paie une prime pour assurer son bâtiment contre les dégâts des eaux. 10. Une entreprise de logiciels paie une assurance pour couvrir les erreurs dans ses produits. 11. Un salon de coiffure souscrit une assurance pour couvrir les blessures causées à des clients. 12. Un artisan paie une prime d'assurance pour protéger ses outils contre le vol. 13. Une société de nettoyage paie une assurance pour couvrir les dommages causés aux locaux de ses clients. 14. Un club sportif souscrit une assurance pour couvrir les accidents lors d'événements. 15. Une entreprise de vente en ligne paie une prime pour assurer ses stocks contre le vol."
